Sr No,Name of Institute,Institute Type,Branch,Admission Category,Quota,First Admitted DDCET Marks,First Admitted DDCET Rank,Last Admitted DDCET Marks,Last Admitted DDCET Rank
598,"JG University, Ahmedabad",SFI,Computer Science & Engg,OP,Home State,133.5,572,30.5,15977
599,"JivrajMehta,Anand",SFI,Information Tech.,OP,Home State,70.5,5872,70.5,5872
600,"KIT, Jamnagar",SFI,Computer Engg.,TF,Home State,80.5,4084,80.5,4084
601,"KIT, Jamnagar",SFI,Chemical Engg.,OP,Home State,74.5,5068,55,9867
602,"KITRC, Kalol",SFI,Computer Engg.,OP,Home State,103,1845,85,3545
603,"KITRC, Kalol",SFI,Computer Engg.,TF,Home State,126.5,767,126.5,767
604,"KITRC, Kalol",SFI,Electrical Engg.,OP,Home State,65,7001,65,7001
605,"KITRC, Kalol",SFI,Electrical Engg.,TF,Home State,65.5,6909,65.5,6909
606,"KITRC, Kalol",SFI,Information Tech.,OP,Home State,84.5,3615,28.5,16222
607,"KITRC, Kalol",SFI,Mechanical Engg.,TF,Home State,80.5,4094,80.5,4094
608,"KJIET, Savali",SFI,Computer Engg.,OP,Home State,82,3910,42.5,13339
609,"KJIET, Savali",SFI,Electrical Engg.,OP,Home State,50.5,11005,50.5,11005
610,"KJIET, Savali",SFI,Information Tech.,OP,Home State,66,6795,51,10933
611,"KJIET, Savali",SFI,Mechanical Engg.,OP,Home State,111.5,1360,111.5,1360
612,"Krishna, Varnama, Vadodara",SFI,Computer Engg.,OP,Home State,72.5,5415,57.5,9161
613,"Krishna-KSET, Vadodara",SFI,Electrical Engg.,OP,Home State,63,7538,15,17129
614,"Krishna-KSET, Vadodara",SFI,Information Tech.,OP,Home State,89.5,3004,32.5,15718
615,"Krishna-KSET, Vadodara",SFI,Information Tech.,TF,Home State,97.5,2294,97.5,2294
616,"Krishna-KSET, Vadodara",SFI,Mechanical Engg.,OP,Home State,100,2119,15,17118
617,"Krishna-KSET, Vadodara",SFI,Computer Science & Engg,OP,Home State,143.5,339,36,15009
618,"Krishna-KSET, Vadodara",SFI,Computer Science & Engg,TF,Home State,97.5,2312,97.5,2312
619,"Laxmi, Valsad",SFI,Civil Engg.,OP,Home State,60,8289,60,8289
620,"Laxmi, Valsad",SFI,Electrical Engg.,OP,Home State,50,11397,35,15215
621,"Laxmi, Valsad",SFI,Electrical Engg.,TF,Home State,77.5,4526,77.5,4526
622,"Laxmi, Valsad",SFI,Information Tech.,OP,Home State,78.5,4441,72,5604
623,"Laxmi, Valsad",SFI,Mechanical Engg.,OP,Home State,67.5,6450,35,15300
624,"Laxmi, Valsad",SFI,Computer Science & Engg,OP,Home State,113,1303,40,14153
625,"LCIT, Bhandu",SFI,Mechanical Engg.,TF,Home State,57.5,9122,57.5,9122
626,"LCIT, Bhandu",SFI,Computer Science & Engg,OP,Home State,106.5,1643,35,15283
627,"LDCE, Ahmedabad",GOV,Civil Engg.,EW,Home State,129,691,124,854
628,"LDCE, Ahmedabad",GOV,Civil Engg.,EX,Home State,47.5,12067,47.5,12067
629,"LDCE, Ahmedabad",GOV,Civil Engg.,OP,Home State,168.5,38,133.5,571
630,"LDCE, Ahmedabad",GOV,Civil Engg.,SC,Home State,94.5,2543,89.5,3037
631,"LDCE, Ahmedabad",GOV,Civil Engg.,SE,Home State,130,671,116,1162
632,"LDCE, Ahmedabad",GOV,Civil Engg.,ST,Home State,96.5,2379,54.5,9961
633,"LDCE, Ahmedabad",GOV,Civil Engg.,TF,Home State,153.5,178,153.5,178
634,"LDCE, Ahmedabad",GOV,Computer Engg.,EW,Home State,165,55,163,70
635,"LDCE, Ahmedabad",GOV,Computer Engg.,EX,Home State,102.5,1885,102.5,1885
636,"LDCE, Ahmedabad",GOV,Computer Engg.,OP,Home State,173.5,16,165.5,51
637,"LDCE, Ahmedabad",GOV,Computer Engg.,OPPH,Home State,128.5,700,128.5,700
638,"LDCE, Ahmedabad",GOV,Computer Engg.,SC,Home State,140,417,140,417
639,"LDCE, Ahmedabad",GOV,Computer Engg.,SE,Home State,163.5,65,158.5,123
640,"LDCE, Ahmedabad",GOV,Computer Engg.,ST,Home State,133.5,573,89.5,3031
641,"LDCE, Ahmedabad",GOV,Computer Engg.,TF,Home State,177.5,12,177.5,12
642,"LDCE, Ahmedabad",GOV,Electrical Engg.,EW,Home State,137,480,133,581
643,"LDCE, Ahmedabad",GOV,Electrical Engg.,OP,Home State,190.5,1,149.5,243
644,"LDCE, Ahmedabad",GOV,Electrical Engg.,SC,Home State,139,435,139,435
645,"LDCE, Ahmedabad",GOV,Electrical Engg.,SE,Home State,145,314,139,430
646,"LDCE, Ahmedabad",GOV,Electrical Engg.,ST,Home State,114.5,1232,84.5,3563
647,"LDCE, Ahmedabad",GOV,Environmental Engg.,OP,Home State,115.5,1192,62,7876
648,"LDCE, Ahmedabad",GOV,Environmental Engg.,SC,Home State,31.5,15843,31.5,15843
649,"LDCE, Ahmedabad",GOV,Environmental Engg.,SE,Home State,50,11218,47,12183
650,"LDCE, Ahmedabad",GOV,Information Tech.,EW,Home State,160,104,153,183
651,"LDCE, Ahmedabad",GOV,Information Tech.,OP,Home State,178.5,9,161,95
652,"LDCE, Ahmedabad",GOV,Information Tech.,SC,Home State,141.5,373,141.5,373
653,"LDCE, Ahmedabad",GOV,Information Tech.,SE,Home State,160,103,149,245
654,"LDCE, Ahmedabad",GOV,Information Tech.,SEPH,Home State,118,1076,118,1076
655,"LDCE, Ahmedabad",GOV,Information Tech.,ST,Home State,150.5,221,150.5,221
656,"LDCE, Ahmedabad",GOV,Information Tech.,TF,Home State,182.5,5,182.5,5
657,"LDCE, Ahmedabad",GOV,Mechanical Engg.,EW,Home State,128.5,712,126,776
658,"LDCE, Ahmedabad",GOV,Mechanical Engg.,OP,Home State,161.5,89,142,367
659,"LDCE, Ahmedabad",GOV,Mechanical Engg.,SC,Home State,135.5,516,135.5,516
660,"LDCE, Ahmedabad",GOV,Mechanical Engg.,SE,Home State,140.5,395,129,697
661,"LDCE, Ahmedabad",GOV,Mechanical Engg.,ST,Home State,74,5177,74,5177
662,"LDCE, Ahmedabad",GOV,Mechanical Engg.,TF,Home State,153,186,153,186
663,"LDCE, Ahmedabad",GOV,Automobile Engg.,EW,Home State,51.5,10872,21,16862
664,"LDCE, Ahmedabad",GOV,Automobile Engg.,OP,Home State,134,558,57.5,9178
665,"LDCE, Ahmedabad",GOV,Automobile Engg.,SC,Home State,53.5,10174,37,14833
666,"LDCE, Ahmedabad",GOV,Automobile Engg.,SE,Home State,54.5,10015,35.5,15094
667,"LDCE, Ahmedabad",GOV,Chemical Engg.,EW,Home State,124.5,826,124.5,826
668,"LDCE, Ahmedabad",GOV,Chemical Engg.,OP,Home State,154,170,134,555
669,"LDCE, Ahmedabad",GOV,Chemical Engg.,SC,Home State,112,1329,112,1329
670,"LDCE, Ahmedabad",GOV,Chemical Engg.,SE,Home State,132.5,596,110,1443
671,"LDCE, Ahmedabad",GOV,Chemical Engg.,TF,Home State,160.5,100,160.5,100
672,"LDCE, Ahmedabad",GOV,Biomedical Engg.,EW,Home State,74.5,5060,66,6789
673,"LDCE, Ahmedabad",GOV,Biomedical Engg.,OP,Home State,167.5,41,89,3079
674,"LDCE, Ahmedabad",GOV,Biomedical Engg.,SC,Home State,51.5,10798,51.5,10798
675,"LDCE, Ahmedabad",GOV,Biomedical Engg.,SE,Home State,82.5,3819,68.5,6235
676,"LDCE, Ahmedabad",GOV,Biomedical Engg.,ST,Home State,65.5,6888,59.5,8530
677,"LDCE, Ahmedabad",GOV,Biomedical Engg.,TF,Home State,98.5,2221,98.5,2221
678,"LDCE, Ahmedabad",GOV,EC Engg.,EW,Home State,133,587,101.5,1961
679,"LDCE, Ahmedabad",GOV,EC Engg.,OP,Home State,146.5,285,110,1440
680,"LDCE, Ahmedabad",GOV,EC Engg.,SC,Home State,100.5,2040,82,3938
681,"LDCE, Ahmedabad",GOV,EC Engg.,SE,Home State,125,818,78,4480
682,"LDCE, Ahmedabad",GOV,EC Engg.,ST,Home State,62,7852,41.5,13694
683,"LDCE, Ahmedabad",GOV,EC Engg.,TF,Home State,142,365,142,365
684,"LDCE, Ahmedabad",GOV,Instrumentation & Control Engg.,EW,Home State,72.5,5440,68,6338
685,"LDCE, Ahmedabad",GOV,Instrumentation & Control Engg.,OP,Home State,115.5,1201,77,4645
686,"LDCE, Ahmedabad",GOV,Instrumentation & Control Engg.,SC,Home State,69,6129,69,6129
687,"LDCE, Ahmedabad",GOV,Instrumentation & Control Engg.,SE,Home State,74,5163,62.5,7823
688,"LDCE, Ahmedabad",GOV,Instrumentation & Control Engg.,ST,Home State,37.5,14697,37.5,14697
689,"LDCE, Ahmedabad",GOV,Instrumentation & Control Engg.,TF,Home State,116,1168,116,1168
690,"LDCE, Ahmedabad",GOV,Plastic Tech.,OP,Home State,107.5,1574,16.5,17083
691,"LDCE, Ahmedabad",GOV,Robotics And Automation,EW,Home State,99,2190,97,2337
692,"LDCE, Ahmedabad",GOV,Robotics And Automation,OP,Home State,149,252,102.5,1880
693,"LDCE, Ahmedabad",GOV,Robotics And Automation,SC,Home State,83.5,3714,72.5,5538
694,"LDCE, Ahmedabad",GOV,Robotics And Automation,SE,Home State,97.5,2285,76.5,4743
695,"LDCE, Ahmedabad",GOV,Rubber Tech.,OP,Home State,171,31,39,14388
696,"LDCE, Ahmedabad",GOV,Textile Tech.,OP,Home State,127,760,18,17013
697,"LDCE, Ahmedabad",GOV,AI And Machine Learning,EW,Home State,152.5,191,152.5,191
698,"LDCE, Ahmedabad",GOV,AI And Machine Learning,OP,Home State,163,73,152.5,190
699,"LDCE, Ahmedabad",GOV,AI And Machine Learning,SC,Home State,136.5,498,136.5,498
700,"LDCE, Ahmedabad",GOV,AI And Machine Learning,SE,Home State,147,277,137,474
701,"LDCE, Ahmedabad",GOV,AI And Machine Learning,ST,Home State,70,5883,64.5,7201
702,"LDCE, Ahmedabad",GOV,Civil Engg.,OP,All India,149.5,238,149.5,238
703,"LDCE, Ahmedabad",GOV,Computer Engg.,OP,All India,137,477,137,477
704,"LDCE, Ahmedabad",GOV,Electrical Engg.,OP,All India,106.5,1640,106.5,1640
705,"LDCE, Ahmedabad",GOV,Mechanical Engg.,OP,All India,112,1323,112,1323
706,"LDCE, Ahmedabad",GOV,Automobile Engg.,OP,All India,69.5,6094,69.5,6094
707,"LDCE, Ahmedabad",GOV,EC Engg.,OP,All India,121,964,121,964
708,"LDCE, Ahmedabad",GOV,Instrumentation & Control Engg.,OP,All India,110,1430,110,1430
709,"LDCE, Ahmedabad",GOV,AI And Machine Learning,OP,All India,97.5,2282,97.5,2282
710,"LDRP, GNAGAR",SFI,Civil Engg.,OP,Home State,69,6212,18.5,16994
711,"LDRP, GNAGAR",SFI,Civil Engg.,TF,Home State,141,391,141,391
712,"LDRP, GNAGAR",SFI,Computer Engg.,EW,Home State,56.5,9400,14.5,17148
713,"LDRP, GNAGAR",SFI,Computer Engg.,OP,Home State,140.5,402,67,6682
714,"LDRP, GNAGAR",SFI,Computer Engg.,SC,Home State,48,11825,42.5,13400
715,"LDRP, GNAGAR",SFI,Computer Engg.,SE,Home State,62.5,7684,42.5,13444
716,"LDRP, GNAGAR",SFI,Computer Engg.,TF,Home State,140,412,132.5,591
717,"LDRP, GNAGAR",SFI,Electrical Engg.,OP,Home State,81.5,3955,33.5,15484
718,"LDRP, GNAGAR",SFI,Information Tech.,EW,Home State,37.5,14744,37.5,14744
719,"LDRP, GNAGAR",SFI,Information Tech.,OP,Home State,123,888,74.5,5132
720,"LDRP, GNAGAR",SFI,Information Tech.,SC,Home State,60.5,8249,60.5,8249
721,"LDRP, GNAGAR",SFI,Information Tech.,SE,Home State,74,5167,30,16104
722,"LDRP, GNAGAR",SFI,Information Tech.,TF,Home State,151,210,151,210
723,"LDRP, GNAGAR",SFI,Mechanical Engg.,OP,Home State,73.5,5274,21.5,16848
724,"LDRP, GNAGAR",SFI,EC Engg.,OP,Home State,70.5,5815,70.5,5815
725,"LEC, MORBI",GOV,Civil Engg.,OP,Home State,79,4370,39,14355
726,"LEC, MORBI",GOV,Electrical Engg.,OP,Home State,88.5,3117,30,16005
727,"LEC, MORBI",GOV,Information Tech.,EW,Home State,84,3635,84,3635
728,"LEC, MORBI",GOV,Information Tech.,OP,Home State,133.5,574,100.5,2075
729,"LEC, MORBI",GOV,Information Tech.,SE,Home State,99.5,2136,99,2179
730,"LEC, MORBI",GOV,Mechanical Engg.,OP,Home State,70.5,5793,45,12594
731,"LEC, MORBI",GOV,Mechanical Engg.,TF,Home State,74,5210,74,5210
732,"LEC, MORBI",GOV,Chemical Engg.,OP,Home State,91,2857,33,15532
733,"LEC, MORBI",GOV,Chemical Engg.,TF,Home State,83.5,3738,83.5,3738
734,"LEC, MORBI",GOV,Information Tech.,OP,All India,21.5,16840,21.5,16840
735,"LEC, MORBI",GOV,Chemical Engg.,OP,All India,107.5,1582,83.5,3684
736,"LJIET, Ahmedabad",SFI,Civil Engg.,OP,Home State,75,5015,27.5,16391
737,"LJIET, Ahmedabad",SFI,Computer Engg.,EW,Home State,116.5,1135,114,1253
738,"LJIET, Ahmedabad",SFI,Computer Engg.,OP,Home State,140.5,394,120.5,980
739,"LJIET, Ahmedabad",SFI,Computer Engg.,SC,Home State,96,2429,87.5,3212
740,"LJIET, Ahmedabad",SFI,Computer Engg.,SE,Home State,115,1214,100.5,2042
741,"LJIET, Ahmedabad",SFI,Computer Engg.,ST,Home State,59,8652,59,8652
742,"LJIET, Ahmedabad",SFI,Computer Engg.,TF,Home State,150,234,150,234
743,"LJIET, Ahmedabad",SFI,Information Tech.,EW,Home State,113.5,1281,112,1335
744,"LJIET, Ahmedabad",SFI,Information Tech.,OP,Home State,131,628,116.5,1146
745,"LJIET, Ahmedabad",SFI,Information Tech.,SC,Home State,104,1811,104,1811
746,"LJIET, Ahmedabad",SFI,Information Tech.,SE,Home State,113.5,1273,81.5,3965
747,"LJIET, Ahmedabad",SFI,Information Tech.,TF,Home State,141,392,141,392
748,"LJIET, Ahmedabad",SFI,Mechanical Engg.,OP,Home State,93,2647,31.5,15829
749,"LJIET, Ahmedabad",SFI,Computer Science & Engg,EW,Home State,106.5,1635,100,2092
750,"LJIET, Ahmedabad",SFI,Computer Science & Engg,OP,Home State,143.5,338,108.5,1536
751,"LJIET, Ahmedabad",SFI,Computer Science & Engg,SC,Home State,72,5568,57,9297
752,"LJIET, Ahmedabad",SFI,Computer Science & Engg,SE,Home State,103,1872,75.5,4870
753,"LJIET, Ahmedabad",SFI,Computer Science & Engg,TF,Home State,159,114,159,114
754,"LJIET, Ahmedabad",SFI,EC Engg.,TF,Home State,72.5,5543,72.5,5543
755,"LJIET, Ahmedabad",SFI,Artificial Intelligence And Data Science,EW,Home State,70.5,5819,59,8690
756,"LJIET, Ahmedabad",SFI,Artificial Intelligence And Data Science,OP,Home State,116,1165,75,4983
757,"LJIET, Ahmedabad",SFI,Artificial Intelligence And Data Science,SC,Home State,74,5161,58.5,8784
758,"LJIET, Ahmedabad",SFI,Artificial Intelligence And Data Science,SE,Home State,66.5,6769,36,15018
759,"LJIET, Ahmedabad",SFI,Artificial Intelligence And Data Science,TF,Home State,136,507,136,507
760,"LJIET, Ahmedabad",SFI,AI And Machine Learning,EW,Home State,71.5,5634,67,6630
761,"LJIET, Ahmedabad",SFI,AI And Machine Learning,OP,Home State,121,952,74.5,5059
762,"LJIET, Ahmedabad",SFI,AI And Machine Learning,SC,Home State,54.5,9983,53,10288
763,"LJIET, Ahmedabad",SFI,AI And Machine Learning,SE,Home State,59.5,8557,45,12615
764,"LJIET, Ahmedabad",SFI,Comp. Sc. And Information Technology,EW,Home State,87,3300,87,3300
765,"LJIET, Ahmedabad",SFI,Comp. Sc. And Information Technology,OP,Home State,106,1672,95.5,2447
766,"LJIET, Ahmedabad",SFI,Comp. Sc. And Information Technology,SE,Home State,80,4165,75,4978
767,"LTIET, Rajkot",SFI,Electrical Engg.,OP,Home State,67.5,6431,26,16458
768,"LTIET, Rajkot",SFI,Mechanical Engg.,OP,Home State,37,14860,37,14860
769,"LTIET, Rajkot",SFI,Mechanical Engg.,TF,Home State,66,6788,66,6788
770,"LTIET, Rajkot",SFI,Computer Science & Engg,OP,Home State,85,3502,12,17183
771,"MBPIT, VVNagar",SFI,Computer Engg.,EW,Home State,61,8120,51.5,10855
772,"MBPIT, VVNagar",SFI,Computer Engg.,OP,Home State,103,1878,62.5,7845
773,"MBPIT, VVNagar",SFI,Computer Engg.,SC,Home State,57.5,9159,21.5,16853
774,"MBPIT, VVNagar",SFI,Computer Engg.,SE,Home State,57.5,8992,32.5,15698
775,"MBPIT, VVNagar",SFI,Computer Engg.,TF,Home State,134,562,134,562
776,"MBPIT, VVNagar",SFI,Information Tech.,OP,Home State,111.5,1343,50,11405
777,"MBPIT, VVNagar",SFI,Information Tech.,SE,Home State,37,14830,37,14830
778,"MBPIT, VVNagar",SFI,Information Tech.,TF,Home State,130.5,649,130.5,649
779,"MEC, BESNA",SFI,Computer Engg.,OP,Home State,103.5,1826,30.5,15939
780,"MEC, BESNA",SFI,Computer Engg.,TF,Home State,108.5,1512,108.5,1512
781,"MEC, BESNA",SFI,Electrical Engg.,OP,Home State,70,5881,16.5,17085
782,"MEC, BESNA",SFI,Mechanical Engg.,OP,Home State,46,12386,18,17021
783,"MEC, BESNA",SFI,Mechanical Engg.,TF,Home State,82.5,3836,82.5,3836
784,"MEFGI-FOE, Rajkot",SFI,Civil Engg.,OP,Home State,69.5,6097,32.5,15654
785,"MEFGI-FOE, Rajkot",SFI,Civil Engg.,TF,Home State,96,2409,96,2409
786,"MEFGI-FOE, Rajkot",SFI,Computer Engg.,OP,Home State,125.5,808,24.5,16647
787,"MEFGI-FOE, Rajkot",SFI,Electrical Engg.,OP,Home State,59,8679,35,15260
788,"MEFGI-FOE, Rajkot",SFI,Information Tech.,OP,Home State,74,5154,51.5,10808
789,"MEFGI-FOE, Rajkot",SFI,Mechanical Engg.,OP,Home State,99.5,2150,15.5,17101
790,"MEFGI-FOE, Rajkot",SFI,Chemical Engg.,OP,Home State,120,998,38.5,14443
791,"MEFGI-FOE, Rajkot",SFI,Computer Engg. (Artificial Intelligence),OP,Home State,116.5,1132,41,13831
792,"MEFGI-FOE, Rajkot",SFI,Information & Communication Tech.,OP,Home State,85.5,3447,40,14206
793,"MEFGI-FOE, Rajkot",SFI,Information & Communication Tech.,TF,Home State,110,1435,110,1435
794,"MSCET, Vesu",SFI,Computer Engg.,OP,Home State,80.5,4112,39.5,14313
795,"MSCET, Vesu",SFI,Computer Engg.,TF,Home State,123.5,873,123.5,873
796,"MSU (GIA), Vadodara",GIA,Civil Engg.,EW,Home State,100,2113,83,3790
797,"MSU (GIA), Vadodara",GIA,Civil Engg.,OP,Home State,141,388,102.5,1907
798,"MSU (GIA), Vadodara",GIA,Civil Engg.,SC,Home State,96,2415,96,2415
799,"MSU (GIA), Vadodara",GIA,Civil Engg.,SE,Home State,102,1949,82.5,3882
800,"MSU (GIA), Vadodara",GIA,Civil Engg.,ST,Home State,47.5,11876,42.5,13434
801,"MSU (GIA), Vadodara",GIA,Electrical Engg.,EW,Home State,107,1614,82.5,3837
802,"MSU (GIA), Vadodara",GIA,Electrical Engg.,OP,Home State,135.5,526,122.5,891
803,"MSU (GIA), Vadodara",GIA,Electrical Engg.,SC,Home State,109,1477,109,1477
804,"MSU (GIA), Vadodara",GIA,Electrical Engg.,SE,Home State,117,1120,109,1497
805,"MSU (GIA), Vadodara",GIA,Electrical Engg.,ST,Home State,104.5,1765,77.5,4568
806,"MSU (GIA), Vadodara",GIA,Electrical Engg.,TF,Home State,132.5,594,132.5,594
807,"MSU (GIA), Vadodara",GIA,Mechanical Engg.,EW,Home State,121.5,927,121,957
808,"MSU (GIA), Vadodara",GIA,Mechanical Engg.,OP,Home State,150,226,123.5,868
809,"MSU (GIA), Vadodara",GIA,Mechanical Engg.,SC,Home State,120,1011,106,1675
810,"MSU (GIA), Vadodara",GIA,Mechanical Engg.,SE,Home State,121.5,944,89.5,3024
811,"MSU (GIA), Vadodara",GIA,Mechanical Engg.,ST,Home State,117.5,1115,51,10984
812,"MSU (GIA), Vadodara",GIA,Chemical Engg.,EW,Home State,93.5,2623,93.5,2623
813,"MSU (GIA), Vadodara",GIA,Chemical Engg.,OP,Home State,142.5,354,133,579
814,"MSU (GIA), Vadodara",GIA,Chemical Engg.,SE,Home State,120,989,120,989
815,"MSU (GIA), Vadodara",GIA,Chemical Engg.,TF,Home State,174.5,14,174.5,14
816,"MSU (GIA), Vadodara",GIA,Electronics Engg.,EW,Home State,52.5,10474,50.5,11021
817,"MSU (GIA), Vadodara",GIA,Electronics Engg.,OP,Home State,104.5,1773,79.5,4258
818,"MSU (GIA), Vadodara",GIA,Electronics Engg.,SE,Home State,46,12458,46,12458
819,"MSU (GIA), Vadodara",GIA,Computer Science & Engg,EW,Home State,157.5,131,156.5,151
820,"MSU (GIA), Vadodara",GIA,Computer Science & Engg,OP,Home State,172,22,159.5,109
821,"MSU (GIA), Vadodara",GIA,Computer Science & Engg,OPPH,Home State,106,1679,106,1679
822,"MSU (GIA), Vadodara",GIA,Computer Science & Engg,SC,Home State,134.5,551,134.5,551
823,"MSU (GIA), Vadodara",GIA,Computer Science & Engg,SE,Home State,158.5,120,148.5,256
824,"MSU (GIA), Vadodara",GIA,Computer Science & Engg,ST,Home State,96.5,2383,86.5,3361
825,"MSU (GIA), Vadodara",GIA,Metallurgical And Materials Engg.,OP,Home State,118,1084,25,16587
826,"MSU (GIA), Vadodara",GIA,Metallurgical And Materials Engg.,TF,Home State,82.5,3891,82.5,3891
827,"MSU (GIA), Vadodara",GIA,Textile Engg.,OP,Home State,57.5,9197,35.5,15115
828,"MSU (GIA), Vadodara",GIA,Textile Processing Engg.,OP,Home State,91.5,2815,37,14823
829,"MSU (GIA), Vadodara",GIA,Textile Tech.,OP,Home State,102,1948,25.5,16532
830,"MSU (GIA), Vadodara",GIA,Textile Tech.,TF,Home State,74,5232,74,5232
831,"MSU (GIA), Vadodara",GIA,Water Management,OP,Home State,102,1940,57.5,9162
832,"MSU (GIA), Vadodara",GIA,Civil Engg.,OP,All India,142.5,359,142.5,359
833,"MSU (GIA), Vadodara",GIA,Mechanical Engg.,OP,All India,40,14021,40,14021
834,"MSU (GIA), Vadodara",GIA,Computer Science & Engg,OP,All India,133.5,569,133.5,569
835,"Navrachana, Vadodara",SFI,Civil Engg.,OP,Home State,82,3932,45.5,12565
836,"Navrachana, Vadodara",SFI,Computer Science & Engg,EW,Home State,78,4469,70.5,5876
837,"Navrachana, Vadodara",SFI,Computer Science & Engg,OP,Home State,137,486,89,3081
838,"Navrachana, Vadodara",SFI,Computer Science & Engg,SC,Home State,70,5988,70,5988
839,"Navrachana, Vadodara",SFI,Computer Science & Engg,SE,Home State,87.5,3220,80,4205
840,"Navrachana, Vadodara",SFI,Computer Science & Engg,ST,Home State,70,5929,70,5929
841,"Navrachana, Vadodara",SFI,Computer Science & Engg,TF,Home State,115.5,1185,115.5,1185
842,"Neotech, Vadodara",SFI,Civil Engg.,OP,Home State,44.5,12850,44.5,12850
843,"Neotech, Vadodara",SFI,Computer Engg.,OP,Home State,100,2120,25,16574
844,"Neotech, Vadodara",SFI,Electrical Engg.,OP,Home State,57.5,9109,57.5,9109
845,"Neotech, Vadodara",SFI,Mechanical Engg.,TF,Home State,71.5,5667,71.5,5667
846,"New LJ, Ahmedabad",SFI,Computer Science & Engg,EW,Home State,90.5,2934,78.5,4446
847,"New LJ, Ahmedabad",SFI,Computer Science & Engg,OP,Home State,135,540,93,2681
848,"New LJ, Ahmedabad",SFI,Computer Science & Engg,SC,Home State,73.5,5281,64,7338
849,"New LJ, Ahmedabad",SFI,Computer Science & Engg,SE,Home State,89.5,3018,56,9577
850,"New LJ, Ahmedabad",SFI,Computer Science & Engg,TF,Home State,141,387,141,387
851,"New LJ, Ahmedabad",SFI,CSE (AI And Machine Learning),EW,Home State,55,9918,55,9918
852,"New LJ, Ahmedabad",SFI,CSE (AI And Machine Learning),OP,Home State,128,719,73.5,5307
853,"New LJ, Ahmedabad",SFI,CSE (AI And Machine Learning),SE,Home State,62.5,7712,62,7941
854,"New LJ, Ahmedabad",SFI,CSE (AI And Machine Learning),TF,Home State,135,542,135,542
855,"Nirma Uni, Ahmedabad",SFI,Civil Engg.,OP,Home State,174,15,88.5,3115
856,"Nirma Uni, Ahmedabad",SFI,Civil Engg.,SC,Home State,20,16925,20,16925
